id,eventId,section,sectionId,sectionMapName,sectionType,row,seat,seatFromInternal,hasSeatDetails,hasSeatDetailsExpansion,availableTickets,formattedFees,showRecentlySold,showPartnershipLogo,availableQuantities,ticketClass,ticketClassName,maxQuantity,hasListingNotes,listingNotes,listingNoteBuckets,rowId,isUsersListing,isPreUploaded,rowContent,isSpeculativeRow,rawPrice,price,formattedTotalPrice,ticketTypeId,ticketTypeName,ticketTypeGroupId,listingTypeId,listingCurrencyCode,buyerCurrencyCode,faceValue,faceValueCurrencyCode,vfsUrl,formattedActiveSince,formattedDealScore,isSeatedTogether,showVfsInListing,hideSeatAndRowInfo,isUnmappedSection,aipHash,isMLBVerified,createdDateTime,showCheapestTag,showBestDealTag,showBestDealInSectionTag,showFanFavoriteTag,showBestViewTag,showTopChoiceTag,topChoiceBucket,isMostAffordable,isZoneTicketClass,isSponsored,isSponsoredSecondary,isMirrorListing,crossSellSource,isCheapestListing,isFavorite,aggregateFavorites,listingId,canBeRelisted,listingImpressionId,isBetterValueListing,hasRowLevelVfs,isDealScoreEligibleForDisplay,inventoryListingScore.starRating,inventoryListingScore.dealScore,inventoryListingScore.seatQualityScore,adAttributes.bidId,listingHighlightData.highlightSiteMessagesWithType,listingHighlightData.listingNoteIdsReplacedByHighlight,winningMerchTags,bestPriceTagMessage.message,bestPriceTagMessage.disclaimer,bestPriceTagMessage.hasValue,bestPriceTagMessage.featureTrackingKey,bestSellingInSectionMessage.message,bestSellingInSectionMessage.disclaimer,bestSellingInSectionMessage.hasValue,strikeThroughPrice,strikeThroughDiscountPercent,strikeThroughAmountOff,suppressedMerchTags,lastTicketInSectionMessage.message,lastTicketInSectionMessage.hasValue,seatFrom,seatTo,hiddenGemMessage.message,hiddenGemMessage.hasValue,hiddenGemMessage.featureTrackingKey,bestDealTagMessage.message,bestDealTagMessage.hasValue,bestDealTagMessage.featureTrackingKey,bestViewTagMessage.message,bestViewTagMessage.disclaimer,bestViewTagMessage.hasValue,bestViewTagMessage.featureTrackingKey
13394086417,153020449,227A,1530787,227A,2,5,_,,False,False,4,,False,False,"[1, 2, 4]",471,Middle,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1593633,False,False,Row 5,False,1476239,"¥1,476,239","¥1,476,239",10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/471_1530787/0.jpg?im=Resize=(500,271)&v=771",6 minutes ago,10,False,False,False,False,6zKhJxV%2fmClyfnZZjRqPoV7NXTzgvZ8AX476yFLrIRk%3d,False,2026-07-19T01:39:32.5300000Z,False,False,False,False,False,False,0,False,False,True,False,False,0,False,False,0,13394086417,False,BA6BE090-3496-42B1-8A30-C0F80D6BA846,False,False,True,5,9.590340825202322,1.354393971,019F780C-FE8D-76A5-97CB-5B096B0EDAF3,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,
13393960842,153020449,350,122943,350,2,13,_,,False,False,2,,False,False,"[1, 2]",407,Upper,2,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2114039,False,False,Row 13,False,1306514,"¥1,306,514","¥1,306,514",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122943/0.jpg?im=Resize=(500,271)&v=771",46 minutes ago,7,False,False,False,False,t97hI82TtmStfMovHEEnuHzof7D9xU96GMlOZQ%2bWF1I%3d,False,2026-07-19T00:59:40.1970000Z,True,False,False,False,False,False,0,False,False,False,False,False,0,True,False,0,13393960842,False,89430EDD-39B4-4A19-8812-2DA517FEBEB2,False,False,True,4,7.211880350854932,0.7662312632,,"[{'message': 'Great Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[2],Best price,Lowest priced listing for the selected quantity for this event on our site.,True,6aa8a73f-b069-4147-a316-ffc9e9280c2b,,,,,,,,,,,,,,,,,,,,,
13393940067,153020449,124,122796,124,2,7,_,,False,False,4,,False,False,"[1, 2, 4]",594,Lower,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2112762,False,False,Row 7,False,1814127,"¥1,814,127","¥1,814,127",10,Mobile Transfer ticket,3,1,USD,JPY,10990.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/594_122796/0.jpg?im=Resize=(500,271)&v=771",53 minutes ago,9,False,False,False,False,K9F7dZrrFO%2f%2bp8Xv273PjSnBrcGUDP8IsfBBVyuXJ2Q%3d,False,2026-07-19T00:52:07.5700000Z,False,False,False,True,False,False,0,False,False,True,False,False,0,False,False,0,13393940067,False,86D3AA49-505C-4BD4-8F0D-0C77BF2D747A,False,False,True,5,9.25280819418531,1.522949332,019F780C-FE90-733C-83AD-C1C134A7EEDE,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[6],,,,,Fan favorite,This section is in the top 10% of sections for this event when ranked based on a count of successful sales over the past 7 days on our site,True,,,,,,,,,,,,,,,,,,
13394056875,153020449,350,122943,350,2,16,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2114042,False,False,Row 16,False,1333690,"¥1,333,690","¥1,333,690",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122943/0.jpg?im=Resize=(500,271)&v=771",17 minutes ago,7,False,False,False,False,89E9hfd5A5Tvu3SYSglaeOQYv%2fF4rd%2bx6RBWNa84Euk%3d,False,2026-07-19T01:28:34.2330000Z,False,False,False,False,False,False,0,False,False,False,False,False,0,False,False,0,13394056875,False,BE547088-965F-46A4-B7B4-E8447D4CD55A,False,False,True,3,6.956393069246586,0.7558231346,,"[{'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,
13385268958,153020449,101,122782,101,2,4,13_14,13,False,False,2,,False,False,"[1, 2]",594,Lower,2,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2112096,False,False,Row 4,False,2101656,"¥2,101,656","¥2,101,656",10,Mobile Transfer ticket,3,1,USD,JPY,11270.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/594_122782/0.jpg?im=Resize=(500,271)&v=771",yesterday,9,False,False,False,False,AGaVKSedLLEbBW9FXPAUxgmurO0RIk61PhwBp8WBRsw%3d,False,2026-07-17T19:08:33.6070000Z,False,False,False,False,False,False,0,False,False,True,False,False,0,False,False,0,13385268958,False,CEC31109-8954-48B3-9E3B-F08614E8DE2F,False,False,True,5,9.002934582374788,1.659896764,019F780C-FE92-71BA-9E3B-9E5BD0E77773,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,"¥3,222,145",35.0,"¥1,120,489",,,,,,,,,,,,,,,
13394056876,153020449,350,122943,350,2,14,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2114040,False,False,Row 14,False,1352793,"¥1,352,793","¥1,352,793",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122943/0.jpg?im=Resize=(500,271)&v=771",17 minutes ago,7,False,False,False,False,mnl0wBv1KccsS9AWFvqZPXNmcExASpi0fKEZ1HcKvCU%3d,False,2026-07-19T01:28:34.2400000Z,False,False,False,False,False,False,0,False,False,False,False,False,0,False,False,0,13394056876,False,1EA4A101-9C5F-4A3E-95EB-158971E6D1E0,False,False,True,3,6.919832269829655,0.7627462919,,"[{'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,
13391633726,153020449,322,122915,322,2,14,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113735,False,False,Row 14,False,1356614,"¥1,356,614","¥1,356,614",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122915/0.jpg?im=Resize=(500,271)&v=771",9 hours ago,7,False,False,False,False,LWKz8SAhqaazLk1oJiV4wjqwMtoC%2bSThERFJMDSYlE4%3d,False,2026-07-18T15:56:37.4800000Z,False,False,False,True,False,False,0,False,False,False,False,False,0,False,False,0,13391633726,False,4906256B-7300-4BEE-9D42-AAFF108D1232,False,False,True,3,6.835397368449026,0.7560036315,,"[{'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[6],,,,,Fan favorite,This section has the highest count of successful sales for this event over the past 7 days on our site,True,"¥1,885,980",28.0,"¥529,366",,,,,,,,,,,,,,,
13392385971,153020449,322,122915,322,2,13,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113734,False,False,Row 13,False,1368076,"¥1,368,076","¥1,368,076",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122915/0.jpg?im=Resize=(500,271)&v=771",6 hours ago,7,False,False,False,False,8%2f%2bUMQP%2bUb2jwqrACupfjG9MsBdPtJCeYJzQiFdsCQ0%3d,False,2026-07-18T18:51:30.3830000Z,False,False,False,True,False,False,0,False,False,False,False,False,0,False,False,0,13392385971,False,83D651C6-CA5B-4055-9340-9FB949286328,False,False,True,3,6.8084471148356,0.7595732072,,"[{'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[6],,,,,Fan favorite,This section has the highest count of successful sales for this event over the past 7 days on our site,True,"¥1,861,928",27.0,"¥493,852",,,,,,,,,,,,,,,
13393872536,153020449,306,122899,306,2,12,_,,False,False,3,,False,False,"[1, 3]",407,Upper,3,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113687,False,False,Row 12,False,1371897,"¥1,371,897","¥1,371,897",10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122899/0.jpg?im=Resize=(500,271)&v=771",an hour ago,7,False,False,False,False,FhzDGmAfx%2fwgXJWbGiNxiLIPkNXjoSfer%2bWPWEjbV2w%3d,False,2026-07-19T00:37:06.2800000Z,False,False,False,True,False,False,0,False,False,False,False,False,0,False,False,0,13393872536,False,BF7B3944-21C7-4E3C-85FE-C8C5E3ED5CF3,False,False,True,3,6.906996698970999,0.7721397974,,"[{'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[6],,,,,Fan favorite,This section is in the top 10% of sections for this event when ranked based on a count of successful sales over the past 7 days on our site,True,,,,[7],Last tickets,True,,,,,,,,,,,,
13385292842,153020449,Category 3,1989401,Category 3,3,,_,,False,False,1,,False,False,[1],1247,Category 3,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",3325460,False,False,Row,True,1375362,"¥1,375,362","¥1,375,362",10,Mobile Transfer ticket,3,1,EUR,JPY,3500.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/1247_1989401/0.jpg?im=Resize=(500,271)&v=771",yesterday,10,False,False,True,False,G%2fvrIVtorsI40mUJjLLp975NxkQ9gmzWOid7P6Z6kSs%3d,False,2026-07-17T19:10:22.2170000Z,False,False,False,False,False,False,0,False,False,False,False,False,0,False,False,0,13385292842,False,623BAB67-6196-4190-BDDD-EB5CD0DD00BE,False,False,True,5,9.577591335395692,1.25740229,,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '124 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],[7],,,,,,,,"¥2,037,964",33.0,"¥662,602",,Last ticket,True,,,,,,,,,,,,
